sentence,BookRestaurant,GetWeather,PlayMusic,RateBook
Book a restaurant that serves scampi for 10 people.,1,0,0,0
book a spot that is faraway from the Municipal Borough of Farnworth in 16 minutes,1,0,0,0
"book a table for me, leanne and tami at a restaurant serving caucasian food",1,0,0,0
Book a table for 10 at the Dunbrody Country House Hotel in Serbia,1,0,0,0
"Book reservations at a restaurant in New Zealand with tammi, beverly and alba",1,0,0,0
book a spot for three at a bakery in Grand Portage,1,0,0,0
I want to book a restaurant within walking distance of my neighborhood.,1,0,0,0
Find an Oasis Drive-In close-by Beach 105th St.,1,0,0,0
"Book a table for 5 people in Goodland, AK.",1,0,0,0
Book a reservation for a pub with ma po tofu in Moldova,1,0,0,0
I would like to book a goan restaurant for 8,1,0,0,0
book a restautant in North Dakota at a bistro that is indoor,1,0,0,0
"want to eat at Diners of Allentown, Pennsylvania on purim",1,0,0,0
I need a reservation for four at a bar,1,0,0,0
I need a table for 6 to eat at nearby in Clinchco.,1,0,0,0
my father in law and I would like to go to a highly rated bar,1,0,0,0
book a food court indoor at Penermon for my step father and I,1,0,0,0
I need a table at a czech pub at seven,1,0,0,0
Restaurant in Brokaw for a cuisine russian far restaurant,1,0,0,0
"book table to a tavern for a scrapple for harriett, deanne and I",1,0,0,0
book a Steinway St place for 8 that is close,1,0,0,0
book a restaurant close by my daughters's work location with burrito three years from now,1,0,0,0
I'd like to eat in 1 minute at a neighboring neighborhood restaurant,1,0,0,0
book a restaurant for me and rosemary at 1 am,1,0,0,0
book a spot for tommie and vera rogers in Irvine at 7 AM,1,0,0,0
book a restaurant 163 days from now,1,0,0,0
"restaurant in Kuwait for seven, Mar. eighteenth, 2030",1,0,0,0
I want to eat at a highly rated food court,1,0,0,0
"book a restaurant for me, valarie and caroline in 56 weeks  in Soldier Pond",1,0,0,0
Book reservation in Gasconade at the best restaurant in DC,1,0,0,0
I need a reservation for The Berghoff in Jamaica in 18 seconds,1,0,0,0
I'd like a table for two at a place in West Whittier Nevada on indigenous people's day,1,0,0,0
I would like to book a restaurant in Niagara Falls for 8 on June nineteenth,1,0,0,0
book a spot for six friends,1,0,0,0
Find a popular diner that serves brazilian close by Oklahoma for nine people.,1,0,0,0
I need a reservation for ten in Wisconsin,1,0,0,0
Find a reservation at the Roseland Theater at 10 pm,1,0,0,0
Book a bar that serves italian-american cuisine neighboring Wilson Av for one person.,1,0,0,0
Book the Bobcat Bite.,1,0,0,0
Book a restaurant in Myanmar for 4.,1,0,0,0
I want a table for 4 at any kind of goiano bar,1,0,0,0
book a table for five at a restaurant with the best rating,1,0,0,0
book a spot for 3 at supper time in IL,1,0,0,0
Get me a table for one  at a popular brasserie,1,0,0,0
book a spot at an osteria that has goiano in Ward Springs,1,0,0,0
book a spot for seven in 8 seconds from now,1,0,0,0
Find a reservation for a tea house in Lorain,1,0,0,0
I need a reservation for 8 at a top-rated restaurant in Hagaman,1,0,0,0
"book a spot for connie, earline and rose at an oyster bar that serves chicken fried bacon in Beauregard Delaware",1,0,0,0
Lets get a table for 10 at Space Aliens Grill & Bar,1,0,0,0
Book the Union Oyster House in Guanica Puerto Rico.,1,0,0,0
"Book a reservation for 6 in Belle Plaine, NE",1,0,0,0
book me a reservation at an oyster bar that serves crab cake for two people,1,0,0,0
i need to book a table for three in Lesotho,1,0,0,0
Book a reservation for a pub with internet for 2 people,1,0,0,0
"Would like a table right now for leonor mendoza, imogene and lisa sanchez",1,0,0,0
I want to book a churrascaria restaurant for ten people.,1,0,0,0
party for ten at National Coney Island in DE,1,0,0,0
Book a table for three at a restarunt in Federal Hill,1,0,0,0
"book a spot for 8 at The Kitchin on october the 13th, 2039",1,0,0,0
Book a reservation for 8 at a restaurant that serves chicken fried bacon in Aruba,1,0,0,0
Please make reservations for nine at 3 am.,1,0,0,0
Book a table at a pub in China.,1,0,0,0
"I need a reservation for a restaurant in Bangladesh on feb. the 11th, 2032",1,0,0,0
book a spot for ten at a pizzeria that has tourte in Minnesota in 22 and a half weeks in Yamhill,1,0,0,0
book a table at Black Rapids Roadhouse in Antarctica for nine,1,0,0,0
Book a table at The Vortex Bar & Grill on Alaska Day in the state of Rhode Island,1,0,0,0
Reserve a table for two at a  restaurant which serves creole around here in Myanmar.,1,0,0,0
my brother in law and I would like to go to Guinea-Bissau for food,1,0,0,0
Please get seating at Bouchon in Tonga for jimmie and chasity howard,1,0,0,0
Book a restaurant in Michigan for 4 people.,1,0,0,0
I need a reservation for next week with a party of six,1,0,0,0
please book a restaurant with parking facility at taverna,1,0,0,0
call for a table of 3 at the Tavern on the Green in South Farmingdale,1,0,0,0
"Book a restaurant for monique stewart, arlene and jami.",1,0,0,0
Book reservations to a cafeteria in Brockway Colorado that serves thai food for six people,1,0,0,0
book a table for 7 at a churrascaria that is highly rated,1,0,0,0
Take me to the top-rated taverna in Sealy for trattoria next week for 5,1,0,0,0
"I need a reservation for me, edna and alyson at the steakhouse called smoking room",1,0,0,0
susanne and carey phillips want to go to a brasserie not far from Pricedale that serves southern brazilian,1,0,0,0
I want a table for my grandson and I somewhere in Arkansas,1,0,0,0
I want a table for 3 at a restaurant,1,0,0,0
book near Montana restaurant serving sri lankan food for 6 that is highly rated on tues.,1,0,0,0
I need a reservation for the Oasis Drive-In for a party of four,1,0,0,0
I need a diner,1,0,0,0
book a restaurant for four in Trinidad and Tobago,1,0,0,0
I would like to book a puglia food court in KY,1,0,0,0
"Lets take me, cherry and tracie to a Noyack bar",1,0,0,0
Book a reservation for a top-rated lebanese fast food place,1,0,0,0
book a osteria with smoking room in Creola,1,0,0,0
I need a table for four at a restaurant in AL,1,0,0,0
I need to book a restaurant for seven people at elevenses Seafood restaurant,1,0,0,0
I'd like to book a table at Black Horse Tavern in Georgia at 4 am,1,0,0,0
book Tartine in Mississippi for 5,1,0,0,0
I'd like to eat at the best restaurant,1,0,0,0
Book a table for ten for breakfast in Minnesota.,1,0,0,0
Please book a room to accommodate one in 11 weeks  near Bahamas restaurant,1,0,0,0
Lets eat at Newport Creamery in Carnot,1,0,0,0
I need a reservation for four at a restaurant in 1 hour and 1 second,1,0,0,0
book any popular puglia serving oyster bar for 10 in Jemez Springs,1,0,0,0
Book a table at South Street Diner close to your teenager's college.,1,0,0,0
I want to book a restaurant in Keeling Islands for a party of ten,1,0,0,0
I need a reservation for a churrascaria in Oneonta Wyoming for a party of 4,1,0,0,0
book a spot for 7 at an outdoor food court in Denmark,1,0,0,0
Book a restaurant in Almyra in 10 years,1,0,0,0
Find a reservation within walking distance of pauline's place for a party of 10 at fourteen o'clock at a restaurant that serves aioli,1,0,0,0
Can you make a reservation for next year in Modesto for joanna and ella,1,0,0,0
"Want a table at Monty’s Hotel, Secunderabad  in the state of Vermont",1,0,0,0
"I would like reservations made for Masonville, Vermont nov. 7",1,0,0,0
book a socca serving steakhouse for 2 in Saint James Alabama,1,0,0,0
Book a table for nine people in Svalbard and Jan Mayen.,1,0,0,0
I need to find a table for 4 at a brasserie that has fondue,1,0,0,0
I need a restaurant that can seat 3 in Cochran that has wifi.,1,0,0,0
I need a table for 10 at the best gastropub,1,0,0,0
Make me a reservation that serves kebab at a delicatessen in AMbler,1,0,0,0
Book a table at a french restaurant for fern and I,1,0,0,0
I need a reservation for a highly rated bistro for a party of 10.,1,0,0,0
I want to book a pub in Juniper for 8 that serves bûche de noël,1,0,0,0
book a mediterranean restaurant for my sister and I,1,0,0,0
book a pub in Clermont for 8 people,1,0,0,0
"Book reservations at restaurant in Edgemoor NM on august 3, 2024",1,0,0,0
I would like to book a restaurant for two in 42 weeks from now in Wagram,1,0,0,0
Book a restaurant in Everson Nevada that serves conchiglie for two people.,1,0,0,0
Please book a restaurant for ten members near downtown at 20:38,1,0,0,0
"Book a table for 6 in The Cheese Course, Blocher on February the 10th.",1,0,0,0
"Book a table for me, naomi and elisabeth at a brasserie with wifi",1,0,0,0
need a table at a highly rated south tyrolean joint,1,0,0,0
Make me a reservation for a party of 6 at a pub at five o'clock in Arizona that serves waffles in the city of Hat Creek,1,0,0,0
restaurant scandinavian in Grenada,1,0,0,0
Can I get some russian cuisine at a restaurant with shari and I?,1,0,0,0
Can you get me a table reserved for three hundred thirty three days from now for eight people at a highly rated fast food place that serves north indian food not distant from Moores Mill,1,0,0,0
Book an osteria that serves blini for 9 people.,1,0,0,0
Please book a brasserie restaurant for eight in Ireland,1,0,0,0
book a table for 2 in Gleed,1,0,0,0
Book reservations at a restaurant that serves brazilian food for 9 people,1,0,0,0
Book an outdoor restaurant.,1,0,0,0
book verdure serving restaurant in Bloom City,1,0,0,0
book a restaurant in AL at Oak Ridge,1,0,0,0
I want to take nine people to a diner close to the spa,1,0,0,0
book a spot at a highly rated afghan restaurant,1,0,0,0
Book a reservation for Thomas Hynes House on jan. the third in Netherlands,1,0,0,0
"Book a reservation for leticia, melva and twila edwards at Glassy Junction for five pm within the same area of our secondary residence",1,0,0,0
I want to book a food court  for 5 at 1 am,1,0,0,0
Find a reservation at Berowra Waters Inn in Australia in 2 years,1,0,0,0
book a table in Fullerville at a highly rated bar,1,0,0,0
Can you get seating for my father and I at a restaurant in Birch Run,1,0,0,0
Book a best restaurant in Wrigley.,1,0,0,0
I need a table for 8 people at a highly rated pub that serves umbrian cuisine,1,0,0,0
I'd like seats for ten at a highly rated brasserie in Kyrgyzstan,1,0,0,0
Book a restaurant with parking for three people.,1,0,0,0
"Book a table for 2 at The Mustard Seed, Agate.",1,0,0,0
Book me a bar where I can get a bear claw in AS,1,0,0,0
Find me a table for me and my grandkid in Union Square Cafe,1,0,0,0
stacy watson and adriana want to go to the best osteria in Hallowell Minnesota this afternoon,1,0,0,0
I'd like to eat at Old Dutch in 15 seconds in Northern Mariana Islands,1,0,0,0
book a table at a pool bar,1,0,0,0
"I want to eat Louisiana Fried Chicken in McColl, IA",1,0,0,0
book a table in Tennessee for 1 for next August,1,0,0,0
I'd like to eat at the oyster bar for a party of one that has internet,1,0,0,0
I would like a table for jacqueline wilson and deanna at David Carpenter House in Uncas FM,1,0,0,0
Book a restaurant for one person at 7 AM,1,0,0,0
Book a brasserie that serves mezzes in Iowa.,1,0,0,0
Would like to book a restaurant the last day of sukkot for lee and ines,1,0,0,0
book Red Crown Tourist Court now for ten not far from Tin City,1,0,0,0
I would like to find a cafe that serves grilled meat close by in Tunisia and need a table for 2 one second from now.,1,0,0,0
at 4 am book a bar in the spa in Shamrock for eight,1,0,0,0
Book a table at an indoor restaurant now.,1,0,0,0
I want a table for 8 in Plain on Aug. 5,1,0,0,0
Book a highly rated coffeehouse for four people.,1,0,0,0
I want to eat supper at a Lesotho plaCE,1,0,0,0
Restaurant in Durant for 3 PM,1,0,0,0
Lets go to the Rainforest Cafe that is in the same area as 135th St,1,0,0,0
I'd like a bar with hawaiian food in ND,1,0,0,0
"Book a table for 1 on November the first, 2022",1,0,0,0
Can you get me seating for a party of 5,1,0,0,0
Book a popular restaurant in New Jersey.,1,0,0,0
Book a bar which serves chicken french at Robinson.,1,0,0,0
Find me a creole restaurant,1,0,0,0
I'd like to get reservations at a top-rated restaurant in Arkansas.,1,0,0,0
I want to book a bistro that serves pasta salad in Brazil.,1,0,0,0
Make me a reservation somewhere outdoor in Port Wentworth for a party of five at a coffeehouse in ten months  that is distant,1,0,0,0
book a spot at a steakhouse with internet,1,0,0,0
Book a table for cherie and josephine in Indonesia,1,0,0,0
book a spot at the top-rated pub in Garner,1,0,0,0
Book a table at a faraway brasserie in NJ.,1,0,0,0
book a table in Greece for 4,1,0,0,0
I need to book a table at a fast food spot that serves slinger in PR,1,0,0,0
book a spot for one at a pub that serves som tam,1,0,0,0
Book a distant restaurant that serves blini on 103rd St for 6 people.,1,0,0,0
"casey chavez, lucinda and karina want to eat at a diner on december the 7th",1,0,0,0
Book a restaurant for 9 people.,1,0,0,0
book a table at Serendipity 3 in Veyo for now,1,0,0,0
book a best steakhouse for 2 in Montserrat on 79 days and a half from now,1,0,0,0
book a bar for 2 in Hayden Row on friday,1,0,0,0
I want to book the best pub for 6 in New Mexico,1,0,0,0
"bar restaurant for November the twelfth, 2030 that is popular and for a party of ten",1,0,0,0
book a pizza serving tavern for me and my brother,1,0,0,0
I'd like to reserve a table in Northcote.,1,0,0,0
"Please book a restaurant for six members on Jul. 13, 2036",1,0,0,0
Book a restaurant with a spa in Connecticut,1,0,0,0
book a spot for elise and alma at a brasserie in Ravensdale MH for this week,1,0,0,0
"book a spot for five at a brasserie on jan. 7, 2023",1,0,0,0
Book a bar with a pool in Mountain Iron.,1,0,0,0
book a table with wifi in Delaware at a restaurant in one minute,1,0,0,0
I need to book a highly rated restaurant in Coronado,1,0,0,0
Make me a reservation in Cedarburg at 0 pm,1,0,0,0
Book a reservation for a trentino restaurant in Kansas,1,0,0,0
book me and my grandparents a restaurant in Saint Helens South Dakota,1,0,0,0
Reserve a table for teresa and elnora at a fast food joint which serves fish and chips,1,0,0,0
I want a restaurant reservation for a party of 8 at a vegetarian tea house.,1,0,0,0
I need a reservation for four this year at a restaurant,1,0,0,0
